0.066676,0.044218
,0.063606,0.041571
,0.069083,0.039013
,0.071149,0.043657
,0.060245,0.038458
,0.066491,0.034806
,0.076578,0.037075
,0.078105,0.042700
,0.074780,0.032029
,0.322384,0.345417
,0.322498,0.338994
,0.314109,0.339005
,0.313921,0.345440
,0.322547,0.331079
,0.314130,0.331107
,0.307895,0.345321
,0.308012,0.338955
,0.307861,0.331176
,0.322141,0.312394
,0.313632,0.312522
,0.313966,0.322123
,0.322448,0.322042
,0.307209,0.312699
,0.307595,0.322265
,0.096779,0.040410
,0.086897,0.041396
,0.085804,0.035396
,0.095985,0.034235
,0.095116,0.028496
,0.084582,0.029873
,0.106189,0.033418
,0.106762,0.039669
,0.105615,0.027646
,0.116424,0.032953
,0.116789,0.039285
,0.116087,0.027174
,0.321872,0.302736
,0.313336,0.302902
,0.321595,0.293037
,0.313051,0.293217
,0.306883,0.303094
,0.306596,0.293396
,0.321109,0.273492
,0.312555,0.273655
,0.312781,0.283470
,0.321342,0.283293
,0.306079,0.273779
,0.306319,0.283623
,0.136908,0.039176
,0.126827,0.039152
,0.126629,0.032830
,0.136818,0.032897
,0.126494,0.027022
,0.136794,0.027076
,0.146966,0.032970
,0.146969,0.039258
,0.147022,0.027193
,0.157100,0.033112
,0.157038,0.039314
,0.157200,0.027365
,0.320950,0.263704
,0.312399,0.263813
,0.320900,0.253893
,0.312313,0.253960
,0.305941,0.263897
,0.305858,0.254024
,0.320797,0.234214
,0.312242,0.234251
,0.312258,0.244108
,0.320829,0.244072
,0.305787,0.234289
,0.305816,0.244152
,0.177391,0.033497
,0.177226,0.039722
,0.167133,0.039453
,0.167252,0.033275
,0.167374,0.027542
,0.177538,0.027757
,0.187518,0.033816
,0.187314,0.040036
,0.187697,0.028066
,0.197345,0.034200
,0.197081,0.040445
,0.197561,0.028431
,0.320759,0.224370
,0.312190,0.224428
,0.320746,0.214794
,0.312183,0.214868
,0.305741,0.224432
,0.305730,0.214868
,0.312157,0.197789
,0.312179,0.205883
,0.320745,0.205800
,0.320708,0.197708
,0.305730,0.197786
,0.305722,0.205881
,0.214812,0.035192
,0.214380,0.041387
,0.206201,0.040906
,0.206548,0.034650
,0.215198,0.029445
,0.206836,0.028895
,0.221870,0.035730
,0.221300,0.041858
,0.222378,0.030010
,0.228007,0.036359
,0.227269,0.042522
,0.228679,0.030669
,0.320698,0.190753
,0.312193,0.190852
,0.320733,0.184709
,0.312241,0.184804
,0.305776,0.190864
,0.305810,0.184821
,0.312298,0.174245
,0.312263,0.179335
,0.320728,0.179240
,0.320706,0.174122
,0.305964,0.174364
,0.305870,0.179406
,0.237488,0.043781
,0.232584,0.043166
,0.233509,0.037042
,0.238624,0.037776
,0.234382,0.031414
,0.239726,0.032290
,0.375473,0.345489
,0.375428,0.338920
,0.361664,0.338917
,0.361654,0.345475
,0.390882,0.345491
,0.390808,0.338891
,0.375377,0.330906
,0.361611,0.330921
,0.390725,0.330853
,0.424232,0.345337
,0.424158,0.338658
,0.407228,0.338778
,0.407302,0.345438
,0.424090,0.330614
,0.407139,0.330706
,0.406935,0.311848
,0.407029,0.321598
,0.423976,0.321496
,0.423858,0.311710
,0.390507,0.311954
,0.390610,0.321673
,0.375144,0.311986
,0.361410,0.312045
,0.361528,0.321810
,0.375267,0.321753
,0.375019,0.302234
,0.361229,0.302281
,0.390394,0.302214
,0.374881,0.292492
,0.361006,0.292531
,0.390275,0.292458
,0.423776,0.301950
,0.406817,0.302087
,0.423696,0.292202
,0.406700,0.292318
,0.406508,0.272850
,0.406596,0.282596
,0.423576,0.282484
,0.423470,0.272696
,0.390034,0.272920
,0.390133,0.282658
,0.374587,0.272913
,0.360747,0.273020
,0.360861,0.282813
,0.374716,0.282714
,0.374471,0.263156
,0.360600,0.263244
,0.389924,0.263208
,0.374384,0.253466
,0.360493,0.253457
,0.389814,0.253533
,0.423393,0.262981
,0.406393,0.263141
,0.423321,0.253317
,0.406291,0.253463
,0.406127,0.234194
,0.406211,0.243845
,0.423212,0.243690
,0.423104,0.234003
,0.389645,0.234223
,0.389717,0.243853
,0.374198,0.234114
,0.360347,0.234002
,0.360419,0.243727
,0.374276,0.243796
,0.374142,0.224442
,0.360268,0.224297
,0.389588,0.224572
,0.374071,0.215075
,0.360205,0.214887
,0.389513,0.215197
,0.423054,0.224327
,0.406058,0.224536
,0.422978,0.214951
,0.405970,0.215168
,0.405824,0.198455
,0.405884,0.206413
,0.422868,0.206179
,0.422795,0.198196
,0.389362,0.198470
,0.389423,0.206380
,0.373936,0.198269
,0.360123,0.198026
,0.360167,0.206042
,0.373999,0.206244
,0.373880,0.191451
,0.360070,0.191178
,0.389295,0.191685
,0.373816,0.185536
,0.359994,0.185223
,0.389207,0.185772
,0.422736,0.191408
,0.405741,0.191649
,0.422637,0.185503
,0.405663,0.185717
,0.405481,0.175411
,0.405557,0.180453
,0.422540,0.180275
,0.422428,0.175246
,0.389035,0.175466
,0.389121,0.180411
,0.373642,0.175203
,0.359899,0.174841
,0.359956,0.179876
,0.373740,0.180178
,0.441167,0.345200
,0.441102,0.338593
,0.458117,0.345052
,0.458059,0.338499
,0.441036,0.330573
,0.457967,0.330464
,0.491997,0.344876
,0.491919,0.338211
,0.474995,0.338361
,0.475058,0.344948
,0.491872,0.330174
,0.474906,0.330304
,0.474746,0.311443
,0.474831,0.321196
,0.491776,0.321055
,0.491685,0.311283
,0.457784,0.311571
,0.457860,0.321279
,0.440924,0.321377
,0.440820,0.311651
,0.440742,0.301908
,0.457723,0.301830
,0.440672,0.292164
,0.457624,0.292065
,0.491643,0.301530
,0.474681,0.301688
,0.491589,0.291789
,0.474589,0.291914
,0.474485,0.272393
,0.474504,0.282180
,0.491501,0.282068
,0.491480,0.272270
,0.457471,0.272519
,0.457514,0.282259
,0.440550,0.282353
,0.440463,0.272600
,0.440396,0.262837
,0.457416,0.262749
,0.440322,0.253133
,0.457312,0.252961
,0.491418,0.262515
,0.474414,0.262613
,0.491358,0.252813
,0.474320,0.252863
,0.474162,0.233502
,0.474244,0.243196
,0.491263,0.243154
,0.491184,0.233450
,0.457122,0.233551
,0.457219,0.243193
,0.440212,0.243411
,0.440098,0.233740
,0.440040,0.224093
,0.457064,0.223927
,0.439970,0.214757
,0.456968,0.214600
,0.491103,0.223778
,0.474081,0.223851
,0.491032,0.214442
,0.473981,0.214480
,0.490746,0.197741
,0.473794,0.197821
,0.473864,0.205747
,0.490901,0.205726
,0.456813,0.197984
,0.456834,0.205813
,0.439846,0.205933
,0.439804,0.198034
,0.439712,0.191320
,0.456682,0.191224
,0.439632,0.185471
,0.456589,0.185320
,0.490562,0.190855
,0.473609,0.190944
,0.490476,0.184862
,0.473505,0.184948
,0.473261,0.174604
,0.473350,0.179635
,0.490350,0.179530
,0.490242,0.174465
